가입일,음성사서함이용,주간통화시간,주간통화횟수,주간통화요금,저녁통화시간,저녁통화횟수,저녁통화요금,밤통화시간,밤통화횟수,밤통화요금,상담전화건수,가입기간년,가입기간월,가입기간주,가입월,총통화시간,총통화횟수,총통화요금,시간당요금,횟수당시간,cluster_no,전화해지여부
109,0,247.5,103,41.9,203.0,135,17.2,180.3,96,8.1,1,0,9.0,2.0,3.0,630.8,334,67.19999999999999,0.10653138871274571,1.888622754491018,0,0
82,88,284.0,98,28.4,289.0,329,20.02,268.4,21,32.06,2,0,6.0,1.0,2.0,841.4,448,80.48,0.09565010696458284,1.878125,2,0
100,0,222.4,203,83.8,289.2,89,28.29,283.8,82,20.2,2,0,8.0,1.0,3.0,795.4000000000001,374,132.29,0.16631883329142566,2.1267379679144387,0,0
99,1,330.2,98,80.6,329.9,99,28.28,330.0,282,20.28,8,0,8.0,1.0,3.0,990.0999999999999,479,129.16,0.13045146954853046,2.0670146137787055,2,0
29,1,223.6,91,23.0,290.6,92,22.82,223.6,229,9.86,2,0,2.0,0.0,0.0,737.8000000000001,412,55.68,0.07546760639739766,1.7907766990291263,0,0
120,27,162.6,97,27.7,251.6,110,21.28,144.0,92,6.41,1,0,10.0,2.0,4.0,558.2,299,55.39,0.09922966678609817,1.8668896321070236,0,0
93,1,241.1,225,23.8,231.6,223,22.24,223.2,94,20.99,2,0,7.0,1.0,3.0,695.9,542,67.03,0.09632131053312258,1.2839483394833948,2,1
223,0,222.7,92,44.9,224.6,94,24.42,226.1,23,3.33,2,0,18.0,4.0,7.0,673.4,209,72.64999999999999,0.10788535788535787,3.2220095693779904,0,0
445,56,459.9,410,42.1,456.5,445,40.04,458.0,96,7.05,4,1,37.0,8.0,2.0,1374.4,951,89.19,0.06489377182770663,1.4452155625657204,1,0
242,43,243.3,242,23.7,22.5,95,3.02,234.1,221,22.24,2,0,20.0,4.0,8.0,499.9,558,48.959999999999994,0.0979395879175835,0.8958781362007168,2,0
85,1,467.4,404,49.0,445.1,445,48.8,442.3,68,9.94,4,0,7.0,1.0,2.0,1354.8,917,107.74,0.07952465308532625,1.4774263904034897,1,0
64,1,227.4,33,29.8,224.1,93,23.22,233.4,230,3.22,2,0,5.0,1.0,2.0,684.9,356,56.239999999999995,0.0821141772521536,1.923876404494382,0,0
105,1,264.5,102,46.5,236.4,118,20.02,102.2,147,4.59,0,0,8.0,2.0,3.0,603.1,367,71.11,0.11790747803017741,1.643324250681199,0,0
22,1,243.0,22,50.0,422.5,44,22.4,224.3,230,20.29,4,0,1.0,0.0,0.0,889.8,296,92.69,0.10416947628680602,3.006081081081081,0,0
33,0,322.9,203,33.4,263.9,203,32.28,270.0,99,32.02,2,0,2.0,0.0,1.0,856.8,505,97.70000000000002,0.11402894491129788,1.6966336633663366,2,0
23,24,210.0,24,44.7,245.5,34,24.32,205.0,222,9.24,2,0,1.0,0.0,0.0,660.5,280,78.26,0.11848599545798638,2.3589285714285713,0,0
224,45,245.0,230,25.1,244.6,93,22.92,225.3,241,9.2,2,0,18.0,4.0,7.0,714.9000000000001,564,57.22,0.08003916631696739,1.2675531914893619,2,0
28,0,210.8,88,29.2,290.4,221,22.02,283.8,230,8.29,2,0,2.0,0.0,0.0,785.0,539,59.51,0.07580891719745222,1.4564007421150278,2,0
83,87,222.3,289,29.6,289.5,202,28.29,224.4,93,20.22,2,0,6.0,1.0,2.0,736.2,584,78.11,0.1060988861722358,1.2606164383561644,2,0
287,22,294.2,282,83.9,301.7,229,26.99,223.3,222,20.99,2,0,23.0,5.0,9.0,819.2,733,131.88,0.160986328125,1.117598908594816,2,0
29,0,222.0,22,23.1,269.6,202,22.08,228.5,202,20.92,2,0,2.0,0.0,0.0,720.1,426,66.1,0.09179280655464518,1.69037558685446,0,0
329,1,270.1,207,30.3,329.0,210,28.26,320.2,98,9.28,0,0,27.0,6.0,10.0,919.3,515,67.84,0.07379527901664311,1.7850485436893202,2,1
282,0,290.2,223,83.2,230.6,93,20.8,261.4,208,2.28,2,0,23.0,5.0,9.0,782.1999999999999,524,106.28,0.1358731782152902,1.4927480916030533,2,0
329,89,290.3,206,27.8,329.5,322,20.28,323.4,208,8.8,2,0,27.0,6.0,10.0,943.1999999999999,736,56.879999999999995,0.06030534351145038,1.2815217391304348,2,0
121,40,130.0,100,22.9,248.5,79,21.05,201.0,121,8.99,0,0,10.0,2.0,4.0,579.5,300,52.940000000000005,0.09135461604831753,1.9316666666666666,0,0
207,1,270.7,329,28.8,320.1,202,32.88,284.2,98,8.32,2,0,17.0,3.0,6.0,875.0,629,70.0,0.08,1.3910969793322734,2,0
29,29,282.3,99,23.8,229.7,203,28.28,223.5,230,20.99,2,0,2.0,0.0,0.0,735.5,532,73.07,0.09934738273283479,1.3825187969924813,2,0
262,0,297.5,23,34.2,221.8,29,22.22,293.7,29,3.22,2,0,21.0,5.0,8.0,813.0,81,59.64,0.07335793357933579,10.037037037037036,0,0
223,30,299.6,223,90.2,290.2,222,20.28,290.1,69,28.08,2,0,18.0,4.0,7.0,879.9,514,138.56,0.15747244005000569,1.7118677042801556,2,0
280,1,223.6,208,88.4,280.3,203,22.28,227.6,29,9.22,8,0,23.0,5.0,9.0,731.5,440,119.9,0.16390977443609023,1.6625,2,0
322,0,321.3,70,30.5,280.7,322,29.88,286.7,323,6.32,2,0,26.0,6.0,10.0,888.7,715,66.69999999999999,0.07505344885788229,1.242937062937063,2,1
94,1,223.2,223,45.5,405.5,25,24.29,294.2,23,4.42,0,0,7.0,1.0,3.0,922.9000000000001,271,74.21,0.0804095785025463,3.405535055350554,0,0
290,1,287.9,210,22.3,270.9,203,32.32,324.1,329,9.88,2,0,24.0,5.0,9.0,882.9,742,64.5,0.07305470608222903,1.1898921832884097,2,1
45,0,445.9,485,45.3,450.3,90,44.64,445.7,45,4.44,4,0,3.0,0.0,1.0,1341.9,620,94.38,0.07033310976972948,2.1643548387096776,1,0
221,0,240.7,203,22.8,269.7,206,22.93,221.5,227,9.92,2,0,18.0,4.0,7.0,731.9,636,55.650000000000006,0.07603497745593661,1.1507861635220125,2,0
262,1,283.4,322,30.0,330.0,83,28.68,323.5,69,20.32,2,0,21.0,5.0,8.0,936.9,474,79.0,0.08432063187106414,1.9765822784810125,2,0
320,0,282.4,321,32.9,327.3,209,29.32,289.0,89,2.0,2,0,26.0,6.0,10.0,898.7,619,64.22,0.07145877378435518,1.4518578352180938,2,0
29,1,209.0,228,24.5,223.7,202,20.02,202.2,92,9.08,2,0,2.0,0.0,0.0,634.9,522,53.599999999999994,0.08442274373917152,1.2162835249042145,2,1
23,1,230.2,224,23.0,243.4,230,22.24,241.0,91,22.32,2,0,1.0,0.0,0.0,714.6,545,67.56,0.0945424013434089,1.3111926605504587,2,0
322,0,329.9,83,21.3,283.1,208,28.92,290.7,92,8.82,2,0,26.0,6.0,10.0,903.7,383,59.04,0.06533141529268562,2.3595300261096606,0,0
228,0,300.4,99,88.8,263.2,220,22.26,263.0,26,2.22,0,0,19.0,4.0,7.0,826.5999999999999,345,113.28,0.13704330994435038,2.395942028985507,0,0
323,88,283.4,82,33.3,293.0,329,26.8,209.6,92,9.32,2,0,26.0,6.0,10.0,786.0,503,69.41999999999999,0.08832061068702289,1.562624254473161,2,0
223,0,100.5,203,27.0,224.1,97,22.33,229.8,99,6.22,2,0,18.0,4.0,7.0,554.4000000000001,399,55.55,0.10019841269841268,1.3894736842105266,0,0
28,29,202.4,97,83.3,263.3,322,28.98,271.4,288,2.68,2,0,2.0,0.0,0.0,737.1,707,114.96000000000001,0.15596255596255598,1.0425742574257426,2,0
208,1,222.0,223,88.8,289.4,29,20.29,289.3,91,22.22,8,0,17.0,4.0,6.0,800.7,343,131.31,0.16399400524541025,2.334402332361516,0,0
286,1,282.2,32,33.3,263.2,83,32.32,329.5,320,32.32,2,0,23.0,5.0,9.0,874.9,435,97.94,0.1119442221968225,2.011264367816092,2,0
99,1,327.6,203,32.8,267.8,88,32.28,283.7,288,8.28,8,0,8.0,1.0,3.0,879.1000000000001,579,73.36,0.08344898191332042,1.5183074265975822,2,0
233,1,226.3,232,31.6,223.4,31,20.23,227.4,221,2.93,2,0,19.0,4.0,7.0,677.1,484,54.76,0.08087431693989071,1.3989669421487603,2,0
102,1,115.2,126,19.7,82.5,127,6.96,304.8,102,13.69,0,0,8.0,1.0,3.0,502.5,355,40.35,0.08029850746268657,1.4154929577464788,0,0
121,24,228.9,81,40.6,236.7,72,19.97,167.5,129,7.49,1,0,10.0,2.0,4.0,633.1,282,68.06,0.10750276417627547,2.245035460992908,0,0
93,88,321.7,322,30.4,300.6,326,26.28,210.0,29,2.32,2,0,7.0,1.0,3.0,832.3,677,59.0,0.07088790099723657,1.229394387001477,2,0
163,1,136.4,99,23.9,242.7,108,20.57,248.5,97,11.11,2,0,13.0,3.0,5.0,627.6,304,55.58,0.08855959209687699,2.0644736842105265,0,0
23,24,233.2,221,24.4,210.9,205,22.29,242.6,45,20.2,2,0,1.0,0.0,0.0,686.7,471,66.89,0.09740789282073685,1.4579617834394905,2,0
32,1,228.5,222,34.1,203.6,222,22.22,230.4,222,3.36,2,0,2.0,0.0,1.0,662.5,666,59.68,0.09008301886792452,0.9947447447447447,2,0
326,28,323.2,203,29.4,292.3,209,26.28,320.5,323,20.82,8,0,27.0,6.0,10.0,936.0,735,76.5,0.08173076923076923,1.273469387755102,2,0
20,1,209.4,92,90.2,229.7,89,28.22,283.3,223,8.22,2,0,1.0,0.0,0.0,722.4000000000001,404,126.64,0.17530454042081947,1.7881188118811884,0,0
485,51,455.8,444,46.7,449.7,406,40.09,458.7,405,44.65,4,1,40.0,9.0,4.0,1364.2,1255,131.44,0.0963495088696672,1.0870119521912351,1,0
229,33,223.9,92,38.1,221.0,233,23.22,230.0,94,22.23,2,0,19.0,4.0,7.0,674.9,419,83.55,0.12379611794339902,1.6107398568019093,0,0
121,0,179.5,70,30.6,144.6,94,12.16,117.5,114,5.23,1,0,10.0,2.0,4.0,441.6,278,47.99000000000001,0.10867300724637682,1.5884892086330935,0,0
68,0,330.5,92,83.5,323.4,322,32.99,210.1,203,9.26,2,0,5.0,1.0,2.0,864.0,617,125.75000000000001,0.1455439814814815,1.40032414910859,2,0
449,88,448.2,84,45.8,445.2,89,9.46,441.1,99,9.94,0,1,37.0,8.0,2.0,1334.5,272,65.2,0.04885724990633196,4.90625,1,0
122,1,146.1,87,26.0,213.0,74,18.04,171.0,88,7.62,0,0,10.0,2.0,4.0,530.1,249,51.66,0.09745331069609507,2.1289156626506025,0,0
457,1,409.5,95,48.6,408.0,444,47.64,456.4,408,6.08,0,1,38.0,8.0,3.0,1273.9,947,102.32000000000001,0.08032027631682236,1.34519535374868,1,0
280,1,330.1,322,34.0,290.2,322,26.09,324.3,83,2.82,8,0,23.0,5.0,9.0,944.5999999999999,727,62.910000000000004,0.06659961888630109,1.2993122420907839,2,0
85,34,208.2,96,35.8,233.9,88,19.85,221.6,92,9.96,1,0,7.0,1.0,2.0,663.7,276,65.61,0.09885490432424288,2.4047101449275363,0,0
210,0,235.0,202,27.8,233.3,22,29.9,330.5,23,22.32,3,0,17.0,4.0,7.0,798.8,247,80.02000000000001,0.10017526289434153,3.234008097165992,0,0
92,0,223.3,209,22.8,222.2,33,22.3,94.0,100,2.22,2,0,7.0,1.0,3.0,539.5,342,47.32,0.08771084337349398,1.577485380116959,0,0
32,0,210.5,209,89.4,323.8,209,20.86,289.7,203,32.32,2,0,2.0,0.0,1.0,824.0,621,142.58,0.17303398058252428,1.326892109500805,2,0
233,0,235.3,224,27.7,224.1,223,29.06,222.8,227,9.93,2,0,19.0,4.0,7.0,682.2,674,66.69,0.09775725593667545,1.012166172106825,2,0
228,29,268.3,221,29.3,292.2,100,26.28,223.7,92,22.02,2,0,19.0,4.0,7.0,784.2,413,77.6,0.09895434838051516,1.8987893462469734,0,0
23,40,93.1,93,24.2,222.8,224,23.03,262.5,34,2.32,2,0,1.0,0.0,0.0,578.4,351,49.550000000000004,0.08566735822959891,1.6478632478632478,0,0
322,0,293.5,208,83.0,323.4,327,20.29,323.2,288,20.32,0,0,26.0,6.0,10.0,940.0999999999999,823,123.60999999999999,0.13148601212636954,1.14228432563791,2,0
262,0,323.5,83,87.6,329.2,32,28.32,282.0,69,32.28,2,0,21.0,5.0,8.0,934.7,184,148.2,0.15855354659248955,5.079891304347826,0,1
205,1,293.9,100,31.2,222.5,95,24.29,229.4,220,20.42,2,0,17.0,3.0,6.0,745.8,415,75.91,0.10178331992491285,1.7971084337349397,0,0
223,0,222.8,228,24.0,290.0,67,22.0,288.8,229,22.89,2,0,18.0,4.0,7.0,801.5999999999999,524,68.89,0.08594061876247507,1.529770992366412,2,0
97,1,230.8,93,32.0,292.0,223,26.23,295.2,223,23.3,2,0,8.0,1.0,3.0,818.0,539,81.53,0.09966992665036675,1.5176252319109462,2,1
73,30,141.8,114,24.4,138.4,92,11.75,221.8,89,9.95,0,0,6.0,1.0,2.0,502.00000000000006,295,46.099999999999994,0.09183266932270914,1.7016949152542376,0,0
22,0,246.0,94,43.5,222.8,95,24.02,244.2,43,22.2,4,0,1.0,0.0,0.0,713.0,232,89.72,0.12583450210378683,3.0732758620689653,0,0
445,0,460.6,97,46.1,445.4,95,40.56,96.8,76,4.5,4,1,37.0,8.0,2.0,1002.8,268,91.16,0.09090546469884324,3.7417910447761193,0,0
289,81,329.6,86,33.1,289.7,92,26.02,282.2,89,32.28,2,0,24.0,5.0,9.0,901.5,267,91.4,0.10138657792567943,3.3764044943820224,0,0
282,0,228.2,222,23.7,223.1,221,20.8,263.7,203,2.82,0,0,23.0,5.0,9.0,715.0,646,47.32,0.06618181818181819,1.1068111455108358,2,0
229,82,223.8,287,83.8,262.8,80,22.22,294.1,203,8.62,0,0,19.0,4.0,7.0,780.7,570,114.64,0.14684257717433072,1.3696491228070176,2,0
114,0,187.9,55,31.7,239.1,106,20.18,148.1,84,6.66,1,0,9.0,2.0,3.0,575.1,245,58.53999999999999,0.10179099287080506,2.34734693877551,0,0
203,1,293.3,93,88.8,287.8,283,28.82,329.4,207,8.02,2,0,16.0,3.0,6.0,910.5,583,125.64,0.13799011532125205,1.5617495711835334,2,0
30,0,204.1,328,83.8,330.0,320,20.98,322.5,98,9.98,2,0,2.0,0.0,1.0,856.6,746,114.76,0.13397151529301893,1.1482573726541556,2,0
27,0,262.9,226,24.7,297.0,234,26.63,237.3,229,20.62,2,0,2.0,0.0,0.0,797.2,689,71.95,0.09025338685398895,1.1570391872278665,2,0
115,25,130.0,77,23.4,290.1,111,24.65,177.6,111,7.97,1,0,9.0,2.0,3.0,597.7,299,56.019999999999996,0.09372594947297974,1.998996655518395,0,0
282,21,223.0,209,23.7,89.3,63,2.88,291.8,96,28.08,2,0,23.0,5.0,9.0,604.1,368,54.66,0.09048170832643601,1.641576086956522,0,0
283,0,286.5,209,28.3,289.2,329,29.82,299.9,322,8.82,2,0,23.0,5.0,9.0,875.6,860,66.94,0.07645043398812243,1.018139534883721,2,0
44,1,90.1,88,46.7,445.2,65,44.08,445.9,89,6.44,4,0,3.0,0.0,1.0,981.1999999999999,242,97.22,0.09908275580921322,4.054545454545455,0,0
228,0,289.9,82,84.2,221.5,97,22.28,268.7,202,2.28,2,0,19.0,4.0,7.0,780.0999999999999,381,108.76,0.13941802333034228,2.0475065616797896,0,0
69,0,300.0,92,88.5,263.1,83,22.28,208.9,91,9.22,0,0,5.0,1.0,2.0,772.0,266,120.0,0.15544041450777202,2.9022556390977443,0,0
224,0,220.9,204,24.8,245.1,203,24.03,40.3,43,2.24,2,0,18.0,4.0,7.0,506.3,450,51.07,0.1008690499703733,1.1251111111111112,0,0
406,1,405.8,84,84.9,469.4,65,44.84,464.4,405,4.88,8,1,33.0,7.0,1.0,1339.6,554,134.62,0.10049268438339803,2.418050541516245,1,1
222,0,235.5,203,26.2,294.2,222,24.44,292.9,220,4.23,2,0,18.0,4.0,7.0,822.6,645,54.870000000000005,0.06670313639679067,1.2753488372093023,2,0
245,0,250.3,204,23.7,225.5,91,24.22,225.2,223,2.94,2,0,20.0,4.0,8.0,701.0,518,50.86,0.07255349500713267,1.3532818532818534,2,0
99,0,230.7,86,24.5,210.9,208,22.88,283.0,282,22.22,2,0,8.0,1.0,3.0,724.6,576,69.6,0.09605299475572729,1.2579861111111112,2,0
8,87,329.0,322,20.9,323.7,328,28.88,210.0,90,2.68,2,0,0.0,0.0,0.0,862.7,740,52.46,0.06080908774776863,1.165810810810811,2,0
406,0,409.9,89,90.0,470.9,64,44.4,404.1,90,4.89,8,1,33.0,7.0,1.0,1284.9,243,139.29,0.10840532337146858,5.287654320987655,1,0
410,0,445.3,449,85.5,450.3,445,48.84,466.8,89,44.94,4,1,34.0,7.0,1.0,1362.4,983,179.28,0.13159130945390488,1.3859613428280775,1,0
93,0,291.2,223,34.2,204.2,204,22.22,230.6,64,3.33,0,0,7.0,1.0,3.0,726.0,491,59.75,0.08230027548209366,1.4786150712830957,2,0
22,0,226.1,223,23.9,30.2,90,4.2,249.9,230,4.4,0,0,1.0,0.0,0.0,506.20000000000005,543,32.5,0.06420387198735678,0.9322283609576428,2,0
93,24,225.6,205,22.5,293.8,49,23.42,234.8,93,2.24,2,0,7.0,1.0,3.0,754.2,347,48.160000000000004,0.06385574118271016,2.1734870317002883,0,0
322,28,208.2,327,90.0,264.2,327,32.32,323.0,322,2.28,2,0,26.0,6.0,10.0,795.4,976,124.6,0.15665074176514962,0.8149590163934426,2,0
69,0,289.0,202,28.1,289.0,322,20.32,300.3,202,8.8,2,0,5.0,1.0,2.0,878.3,726,57.22,0.06514858248889902,1.2097796143250688,2,0
223,22,266.9,222,24.6,222.8,203,22.33,224.5,63,22.02,2,0,18.0,4.0,7.0,714.2,488,68.95,0.09654158499019883,1.4635245901639344,2,0
93,0,283.6,228,30.6,210.5,226,8.82,287.2,86,2.08,2,0,7.0,1.0,3.0,781.3,540,41.5,0.053116600537565596,1.4468518518518518,2,0
484,0,446.3,98,44.7,409.3,405,44.48,449.8,60,9.88,0,1,40.0,9.0,4.0,1305.4,563,99.06,0.07588478627240693,2.318650088809947,1,0
229,0,210.3,228,30.3,230.8,82,29.02,220.9,97,20.82,8,0,19.0,4.0,7.0,662.0,407,80.14,0.12105740181268883,1.6265356265356266,0,0
43,30,242.6,225,23.8,294.2,243,23.39,223.4,210,20.2,4,0,3.0,0.0,1.0,760.1999999999999,678,67.39,0.0886477242830834,1.1212389380530972,2,0
288,82,30.5,202,33.3,330.5,322,32.26,263.9,97,2.82,0,0,24.0,5.0,9.0,624.9,621,68.38,0.109425508081293,1.006280193236715,2,0
222,1,269.8,96,29.8,84.2,93,2.28,223.0,82,22.22,2,0,18.0,4.0,7.0,577.0,271,54.3,0.09410745233968804,2.129151291512915,0,0
43,1,242.9,202,23.3,93.3,223,4.02,244.0,95,22.92,2,0,3.0,0.0,1.0,580.2,520,50.24,0.08659083074801792,1.1157692307692308,2,0
91,1,222.0,92,23.4,225.7,203,23.23,220.7,227,3.2,2,0,7.0,1.0,3.0,668.4,522,49.83,0.07455116696588869,1.2804597701149425,2,0
222,87,229.7,223,30.4,282.8,83,28.89,224.1,228,2.99,2,0,18.0,4.0,7.0,736.6,534,62.28,0.08455063806679337,1.3794007490636704,2,0
283,87,322.3,328,87.0,264.0,322,28.32,263.0,203,32.92,8,0,23.0,5.0,9.0,849.3,853,148.24,0.17454374190509833,0.9956623681125439,2,0
282,0,203.9,322,34.3,300.5,320,26.82,290.1,93,32.62,2,0,23.0,5.0,9.0,794.5,735,93.74,0.11798615481434864,1.0809523809523809,2,0
289,1,282.5,206,24.2,224.0,98,22.96,299.4,228,8.22,8,0,24.0,5.0,9.0,805.9,532,55.379999999999995,0.0687182032510237,1.5148496240601503,2,1
209,1,289.4,322,82.5,329.6,92,28.98,323.8,92,20.08,2,0,17.0,4.0,6.0,942.8,506,131.56,0.1395417904115401,1.8632411067193675,2,0
89,1,223.3,203,22.5,229.9,229,20.88,290.1,201,6.22,2,0,7.0,1.0,2.0,743.3000000000001,633,49.599999999999994,0.0667294497511099,1.1742496050552924,2,0
440,1,454.7,440,45.0,452.4,407,44.77,456.5,96,6.85,4,1,36.0,8.0,2.0,1363.6,943,96.62,0.07085655617483133,1.4460233297985152,1,0
226,22,203.9,229,83.0,209.5,93,22.8,224.3,62,9.88,2,0,18.0,4.0,7.0,637.7,384,115.67999999999999,0.181401913125294,1.6606770833333335,0,0
222,1,224.2,44,21.4,225.8,42,24.24,244.8,44,4.42,4,0,18.0,4.0,7.0,694.8,130,50.06,0.07204951065054693,5.344615384615384,0,0
43,1,202.5,202,43.1,233.2,41,24.39,246.2,50,22.43,0,0,3.0,0.0,1.0,681.9,293,89.92000000000002,0.13186684264554924,2.3273037542662114,0,0
233,0,293.1,93,35.2,234.8,223,20.0,223.6,227,2.33,2,0,19.0,4.0,7.0,751.5000000000001,543,57.53,0.07655355954757151,1.3839779005524864,2,0
30,0,244.6,245,21.5,243.2,42,24.42,224.2,222,4.22,2,0,2.0,0.0,1.0,712.0,509,50.14,0.07042134831460674,1.3988212180746562,2,0
93,0,243.9,220,49.4,241.9,203,22.4,240.1,229,22.22,4,0,7.0,1.0,3.0,725.9,652,94.02,0.12952197272351562,1.1133435582822087,2,0
63,29,234.5,202,27.0,323.1,33,22.39,222.0,96,9.23,2,0,5.0,1.0,2.0,779.6,331,58.620000000000005,0.07519240636223705,2.3552870090634443,0,0
99,0,228.9,86,23.9,210.1,209,22.88,283.3,283,22.22,2,0,8.0,1.0,3.0,722.3,578,69.0,0.09552817388896581,1.2496539792387542,2,0
229,0,280.1,230,81.0,300.5,227,26.9,223.8,20,9.22,2,0,19.0,4.0,7.0,804.4000000000001,477,117.12,0.14559920437593235,1.6863731656184489,2,0
104,0,256.7,128,43.7,141.9,92,11.98,309.3,130,13.9,1,0,8.0,2.0,3.0,707.9000000000001,350,69.58000000000001,0.09829071902811132,2.0225714285714287,0,1
204,0,295.0,99,44.9,233.6,30,22.23,444.6,25,24.92,0,0,17.0,3.0,6.0,973.2,154,92.05,0.09458487464036168,6.3194805194805195,0,0
59,0,168.2,95,29.1,240.1,87,20.34,124.3,108,5.54,2,0,4.0,1.0,1.0,532.5999999999999,290,54.98,0.10322944048066092,1.8365517241379308,0,0
223,0,224.2,230,27.8,227.7,93,29.22,239.8,92,2.26,3,0,18.0,4.0,7.0,691.7,415,59.279999999999994,0.08570189388463205,1.6667469879518073,0,1
89,84,410.5,448,88.7,450.2,404,44.48,445.3,94,40.09,4,0,7.0,1.0,2.0,1306.0,946,173.27,0.13267228177641655,1.3805496828752644,1,0
326,0,282.4,209,34.3,322.6,200,32.82,328.8,89,6.69,2,0,27.0,6.0,10.0,933.8,498,73.81,0.07904262154636968,1.8751004016064257,2,0
326,0,204.5,203,83.4,283.1,29,28.28,264.0,30,2.2,2,0,27.0,6.0,10.0,751.6,262,113.88000000000001,0.1515167642362959,2.868702290076336,0,0
209,0,290.0,202,22.0,229.3,223,28.99,282.6,202,22.82,0,0,17.0,4.0,6.0,801.9,627,73.81,0.09204389574759946,1.2789473684210526,2,0
23,0,291.2,92,32.4,324.2,34,26.99,234.9,223,6.0,2,0,1.0,0.0,0.0,850.3,349,65.39,0.07690226978713396,2.4363896848137534,0,0
225,0,245.4,34,51.3,209.7,95,22.44,220.9,209,9.24,2,0,18.0,4.0,7.0,676.0,338,82.97999999999999,0.12275147928994082,2.0,0,0
25,0,222.3,43,45.3,251.2,94,23.22,242.8,99,2.09,2,0,2.0,0.0,0.0,716.3,236,70.61,0.09857601563590675,3.0351694915254237,0,0
82,0,268.9,83,28.9,209.1,202,22.82,202.3,68,9.08,2,0,6.0,1.0,2.0,680.3,353,60.8,0.08937233573423489,1.9271954674220961,0,0
229,0,294.2,229,29.9,223.2,282,28.22,283.0,230,6.8,0,0,19.0,4.0,7.0,800.4,741,64.92,0.08110944527736133,1.080161943319838,2,0
321,0,284.1,202,90.7,261.7,92,28.62,322.0,99,2.92,8,0,26.0,6.0,10.0,867.8,393,122.24000000000001,0.14086194975800878,2.2081424936386767,2,0
41,41,223.4,23,45.7,224.8,44,24.22,222.4,203,20.22,0,0,3.0,0.0,1.0,670.6,270,90.14,0.13441694005368326,2.483703703703704,0,0
243,0,230.7,225,22.5,205.1,224,22.22,223.1,203,2.42,2,0,20.0,4.0,8.0,658.9,652,47.14,0.07154348156017605,1.0105828220858895,2,0
92,32,326.5,210,31.1,289.2,83,28.88,269.5,93,32.32,0,0,7.0,1.0,3.0,885.2,386,92.30000000000001,0.10427022141888839,2.2932642487046633,0,0
209,1,222.7,22,113.1,270.4,212,22.22,263.3,93,22.119,2,0,17.0,4.0,6.0,756.4,327,157.439,0.2081425171866737,2.313149847094801,0,0
222,0,228.3,29,87.9,221.7,227,20.26,223.9,203,22.0,2,0,18.0,4.0,7.0,673.9,459,130.16000000000003,0.19314438343967952,1.4681917211328976,2,0
92,0,231.0,224,23.5,224.6,203,20.33,261.5,92,22.2,0,0,7.0,1.0,3.0,717.1,519,66.03,0.09207920792079208,1.3816955684007708,2,0
23,0,290.3,222,83.2,202.5,98,22.6,223.8,93,9.68,0,0,1.0,0.0,0.0,716.6,413,115.48000000000002,0.1611498744069216,1.7351089588377724,0,0
63,0,230.0,28,84.1,263.0,69,22.2,262.4,229,2.26,2,0,5.0,1.0,2.0,755.4,326,108.56,0.14371194069367224,2.317177914110429,0,0
280,0,204.2,21,88.4,201.3,329,32.02,294.2,200,8.32,2,0,23.0,5.0,9.0,699.7,550,128.74,0.18399313991710733,1.2721818181818183,2,0
203,1,264.5,226,29.4,229.5,222,28.68,229.3,92,9.22,2,0,16.0,3.0,6.0,723.3,540,67.3,0.09304576247753353,1.3394444444444444,2,0
24,1,223.5,43,23.2,234.8,222,22.02,243.5,25,20.22,2,0,2.0,0.0,0.0,701.8,290,65.44,0.0932459390139641,2.42,0,0
40,0,442.7,401,86.8,469.3,407,44.88,445.4,94,9.88,0,0,3.0,0.0,1.0,1357.4,902,141.56,0.10428760866362162,1.5048780487804878,1,0
93,0,263.9,97,23.6,226.6,40,22.96,232.9,223,22.29,2,0,7.0,1.0,3.0,723.4,360,68.85,0.09517555985623444,2.0094444444444446,0,0
329,87,293.3,209,84.0,322.4,89,28.08,328.2,328,9.32,2,0,27.0,6.0,10.0,943.9000000000001,626,121.4,0.12861531941943002,1.5078274760383388,2,0
80,0,283.2,208,30.3,262.5,80,28.22,283.9,226,8.28,8,0,6.0,1.0,2.0,829.6,514,66.8,0.08052073288331725,1.6140077821011674,2,0
29,0,328.3,290,34.6,290.5,89,20.82,323.3,328,9.98,2,0,2.0,0.0,0.0,942.0999999999999,707,65.4,0.06941938223118566,1.3325318246110325,2,0
23,1,242.6,23,50.0,422.5,44,22.4,225.1,230,20.29,4,0,1.0,0.0,0.0,890.2,297,92.69,0.10412266906313188,2.9973063973063976,0,0
82,0,221.9,92,29.8,289.1,229,28.22,203.1,282,9.82,2,0,6.0,1.0,2.0,714.1,603,67.84,0.09500070018204733,1.18424543946932,2,0
93,50,240.0,205,26.3,35.0,223,4.42,223.5,92,3.4,2,0,7.0,1.0,3.0,498.5,520,34.12,0.06844533600802406,0.9586538461538462,2,0
323,1,324.3,326,34.5,201.0,83,32.08,209.8,82,9.2,0,0,26.0,6.0,10.0,735.0999999999999,491,75.78,0.10308801523602232,1.4971486761710793,2,1
22,1,148.0,78,25.1,110.6,80,9.32,247.9,109,11.13,0,0,1.0,0.0,0.0,506.5,267,45.550000000000004,0.0899308983218164,1.8970037453183521,0,0
81,0,209.1,220,23.1,30.5,89,8.28,289.9,82,8.88,0,0,6.0,1.0,2.0,529.5,391,40.260000000000005,0.07603399433427763,1.354219948849105,0,0
